what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1509265296713
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1509265296713
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1509265296713
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1509265296713
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1509265296713
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1509265296713
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1509265296713
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1509265296713
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1509265296713
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1509265296713
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1509265296713
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1509265296713
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1509265296728
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1509265296728
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1509265296728
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1509265296728
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1509265296728
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1509265296728
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1509265296728
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1509265296728
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1509265296728
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1509265296728
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1509265296728
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1509265296728
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1509265296728
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1509265296728
os,sysinfo,,,"win32",1509265296744
arch,sysinfo,,,"x86_64",1509265296744
ws,sysinfo,,,"win32",1509265296744
locale,sysinfo,,,"zh_CN",1509265296744
processors,sysinfo,,,"4",1509265296744
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1509265296744
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1509265296744
java.specification.name,sysinfo,,,"Java Platform API Specification",1509265296744
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1509265296744
java.specification.version,sysinfo,,,"1.6",1509265296744
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1509265296744
java.version,sysinfo,,,"1.6.0_45",1509265296744
java.vm.info,sysinfo,,,"mixed mode",1509265296744
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1509265296744
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1509265296744
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1509265296744
java.vm.specification.version,sysinfo,,,"1.0",1509265296744
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1509265296744
java.vm.version,sysinfo,,,"20.45-b01",1509265296744
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1509265299351
